0.42612964	0.5392651	0.0031144465	0.0018488023	0.004811278	0.024830779
0.0021439348	0.0045710476	0.01300988	0.0028718961	0.8311004	0.14630282
0.006373461	0.88177	0.016452566	0.00372131	0.030330328	0.061352327
0.0034471212	0.009858281	0.32623962	0.01375742	0.22805487	0.41864276
0.0037341083	0.01673319	0.38428593	0.04127847	0.310478	0.2434904
0.004142397	0.9100351	0.0031940679	0.001573358	0.007951407	0.07310365
0.008348981	0.025663603	0.046526138	0.005018617	0.031888884	0.8825538
0.28615257	0.6499712	0.005177579	0.0019698564	0.004168866	0.05255997
0.026928404	0.02128213	0.0043157167	0.0013277333	0.0058581587	0.94028777
0.011650209	0.009676776	0.012611292	0.0022022703	0.0066006607	0.95725876
0.9762933	0.013191886	0.0014993144	0.0007656621	0.0021118354	0.0061380127
0.96674824	0.007522558	0.0015575659	0.001043251	0.007974171	0.01515416
0.026549557	0.046682525	0.012126234	0.0024588984	0.05598127	0.85620147
0.0025024486	0.003759712	0.010743813	0.0035910814	0.9064484	0.07295455
0.9486318	0.0058185686	0.004323255	0.0017213463	0.025993027	0.013512008
0.0045152134	0.009473455	0.8193723	0.019158158	0.024931889	0.122549
0.005313406	0.0057078293	0.008241527	0.0015845837	0.009425718	0.9697269
0.9861373	0.007557447	0.0008587803	0.0008958379	0.0021927718	0.0023578943
0.5917579	0.12724075	0.009952132	0.0024944688	0.012171552	0.25638318
0.9611411	0.03024646	0.0014174572	0.0009099461	0.0028799232	0.0034050262
0.108311184	0.73650134	0.008399634	0.002194585	0.0053777085	0.13921553
0.98333126	0.008484406	0.00085621915	0.0006718535	0.0030347423	0.003621429
0.0064144903	0.96927536	0.0022650901	0.0021300095	0.0043502506	0.015564954
0.35805777	0.45129582	0.006860974	0.0026384506	0.005470223	0.17567678
0.12959504	0.3035048	0.008144729	0.0016450646	0.0137595935	0.54335076
0.0029153253	0.0045776996	0.009566143	0.0047944067	0.95152044	0.026625993
0.003256688	0.0054901736	0.25724941	0.014753968	0.5006733	0.21857645
0.0061162794	0.012823066	0.034924597	0.005806773	0.16427875	0.7760505
0.78732777	0.04547939	0.004544825	0.0018047745	0.013321046	0.1475222
0.024596242	0.7611792	0.0039664735	0.0015579637	0.010500991	0.19819917
0.003355688	0.009192314	0.011748904	0.0026080243	0.40263197	0.5704631
0.9370669	0.05088471	0.0017378768	0.002391449	0.003955452	0.003963585
0.008645909	0.1445647	0.01039587	0.0027913325	0.10604751	0.7275547
0.0038595584	0.0054386207	0.00731375	0.0016909051	0.06135247	0.9203446
0.016734809	0.07441389	0.0061955857	0.0014948901	0.028081218	0.87307966
0.0062037506	0.02274854	0.11164372	0.00930938	0.032164093	0.81793046
0.98129785	0.0043089464	0.0016153257	0.0008014658	0.0040064696	0.007969956
0.017234119	0.63040274	0.0050250455	0.0021143917	0.014874731	0.330349
0.0038490817	0.0064686984	0.04601008	0.0048219427	0.03141974	0.9074305
0.0027018683	0.0076124202	0.01923975	0.0034510917	0.61304903	0.35394588
0.0061758743	0.010873179	0.030630592	0.004603816	0.054579765	0.89313674
0.36664054	0.34607363	0.020162191	0.0035811483	0.007142882	0.25639954
0.01023822	0.021206722	0.05049981	0.5812629	0.047884222	0.28890812
0.0035243582	0.7125159	0.02975329	0.022831611	0.19625418	0.03512061
0.81634414	0.1664921	0.0027121478	0.0030233986	0.005427118	0.0060011907
0.0271695	0.16948397	0.0056274193	0.0017732683	0.009652799	0.7862931
0.014714341	0.039603762	0.028845131	0.0033568295	0.0135138715	0.89996606
0.030370798	0.4156101	0.010529596	0.0020961917	0.014732278	0.526661
0.09925377	0.7714	0.0037011323	0.0017250046	0.004500113	0.11942
0.019514864	0.011093686	0.0037672264	0.001296389	0.013622426	0.9507054
0.0023466647	0.0046187183	0.010840297	0.005279009	0.9342248	0.042690605
0.01057835	0.005650283	0.01627796	0.0029502083	0.013921026	0.95062214
0.0056197788	0.91186625	0.0044204444	0.0016132246	0.009826437	0.06665377
0.005475235	0.2213456	0.02023129	0.0038764742	0.09688316	0.65218824
0.0027464437	0.0057139606	0.014000493	0.0022759854	0.013950047	0.96131307
0.029665247	0.023412647	0.004826583	0.001181596	0.012706268	0.92820764
0.98058003	0.011292129	0.0009425123	0.000873508	0.0022335928	0.004078281
0.031321175	0.021294735	0.23137699	0.009419956	0.03889146	0.6676957
0.88071716	0.105249174	0.0020152663	0.0022492139	0.003740858	0.006028308
0.0044666305	0.8696398	0.005781743	0.0024366342	0.014125841	0.103549466
0.0020673187	0.010713971	0.039613284	0.021924483	0.07880581	0.84687513
0.020555433	0.093137346	0.0074645854	0.0017440125	0.0075113624	0.86958724
