,0,1,2,3,4,5
0,0.28533053,0.69811785,0.0014751366000000001,0.0018691226000000002,0.0023692039999999998,0.010838067
1,0.0015052261,0.0014032363,0.008092041999999999,0.001154099,0.96150994,0.02633541
2,0.001603646,0.9883542,0.0017645186999999999,0.0008195037,0.0023469892,0.005111071
3,0.0043758242,0.013646397,0.5761284000000001,0.0094440635,0.11342481,0.28298053
4,0.0022213515,0.009187405,0.12866783,0.022716012,0.6063904999999999,0.2308169
5,0.002573457,0.98467743,0.0011902416999999999,0.0011187764999999999,0.0015608062,0.008879198
6,0.016464159,0.071763895,0.0116160195,0.0015823885999999999,0.00962211,0.8889514000000001
7,0.26756093,0.7076885,0.0029811722,0.0012488549,0.003742085,0.016778372
8,0.010265762,0.0070910059999999995,0.0016748698000000001,0.0011307775,0.003322233,0.9765154
9,0.007052538499999999,0.0046631107000000005,0.10281499,0.0037676867,0.0053009475,0.8764006999999999
10,0.98350877,0.010651408000000001,0.0007043041400000001,0.0006541656299999999,0.0015593857999999998,0.0029218623
11,0.9829174999999999,0.0034389033,0.0006704530999999999,0.0011299233,0.00674839,0.0050948607
12,0.011101413999999999,0.03729694,0.004549613,0.0013436995999999998,0.013362191,0.9323461
13,0.0017182318,0.0013435715,0.0045025726,0.0012593771000000001,0.9664724,0.024703845
14,0.9858406999999999,0.0023364306,0.0014695931,0.0014639286,0.0067508733,0.0021384960999999997
15,0.0031597165,0.007220336999999999,0.8991315999999999,0.010375429,0.0042230743,0.07588985
16,0.0023656248,0.0014879901,0.013615855,0.0021812038,0.0058838413,0.9744655000000001
17,0.9903086,0.0031321195000000002,0.0006893673,0.0010003803,0.0031852245,0.0016843972
18,0.39019278,0.23403442,0.0067384103,0.0027341202,0.004979348,0.36132088
19,0.9818205,0.012830283500000001,0.0006695525999999999,0.00076788606,0.0018937072,0.0020181057
20,0.0295974,0.94930106,0.0014044376000000001,0.0012213544,0.0013672032,0.01710851
21,0.9876315999999999,0.0043244325,0.00054925744,0.0009579095599999999,0.0038058818,0.0027309965999999996
22,0.0046106116,0.9871370999999999,0.0009318706599999999,0.0010728333,0.0013732632999999999,0.004874327
23,0.5272339,0.41494226,0.0027086354999999998,0.0021711695000000003,0.0026499353999999997,0.050294053
24,0.0417931,0.23602371,0.009341097,0.0010290574,0.011800267,0.70001274
25,0.0017637898999999999,0.0012070633,0.0045555809999999995,0.001713039,0.9745316999999999,0.016228793000000002
26,0.004369328,0.0023655335,0.14382333,0.05097144,0.6961208999999999,0.10234942
27,0.0061252974,0.007732549,0.011759411,0.0021336647,0.10270789,0.86954117
28,0.8006922,0.027681237,0.0028348544,0.0036383541,0.01079831,0.15435497
29,0.025530385,0.7364158000000001,0.005996351600000001,0.0017857149,0.00627824,0.22399347
30,0.0059021073,0.018859342,0.0041778316,0.0012044323,0.1318516,0.8380046999999998
31,0.9866187,0.007978915,0.0006366569000000001,0.0009394178,0.0023273942,0.0014989064999999999
32,0.005739976999999999,0.1440783,0.0071328157,0.0012977107000000001,0.040102072,0.80164903
33,0.0028199677000000003,0.0015845853,0.0038734663,0.0014352164000000001,0.028842837000000003,0.96144396
34,0.01762987,0.07838841,0.0025185996,0.0013993753,0.022633575,0.8774301999999999
35,0.007710205,0.0053737657,0.11363965,0.6968916,0.017280098,0.15910470000000002
36,0.9860281999999999,0.0020186814999999998,0.0010497826,0.0015593979,0.0055707614,0.003773108
37,0.01249822,0.7653763000000001,0.0019948789999999997,0.0014044752,0.009737003000000001,0.20898911
38,0.0023491872,0.0035659491999999997,0.0861693,0.0039722709999999994,0.016594015,0.8873493
39,0.0024350295,0.0035618634000000003,0.03167865,0.0035807488,0.45935836,0.49938533
40,0.002036341,0.0041123,0.03295126,0.0053830069999999995,0.03964532,0.9158716999999998
41,0.3335594,0.54183877,0.007313654300000001,0.0038787535999999997,0.004206690999999999,0.10920277
42,0.014412525,0.010754798999999999,0.02601227,0.8435261999999999,0.010060528000000001,0.09523375
43,0.0022558265,0.91288483,0.023869034,0.005431401,0.037681885,0.017877106
44,0.85488117,0.13541257,0.0014988399,0.0019547497000000002,0.003794272,0.0024582543
45,0.03736528,0.11208459,0.0028011657000000002,0.0015065749,0.0068489894999999995,0.8393934000000001
46,0.004016103,0.026174412999999997,0.033148125,0.0021434326,0.0102709485,0.92424697
47,0.011421052,0.12298018,0.011200873,0.0011078476,0.0140311755,0.83925885
